"deviceId","locationId","desc","lat","lon","area","areatype","town","county","project_name"
"7734517191","TW020101A0201240","柏昇 / SAQ-200-002","25.14322","121.70018","大武崙工業區","工業區","安樂區","基隆市","107年度基隆市空氣品質感測物聯網布建計畫"
"7735338727","TW020101A0201224","柏昇 / SAQ-200-002","25.14741","121.69965","大武崙工業區","工業區","安樂區","基隆市","107年度基隆市空氣品質感測物聯網布建計畫"
"7735067729","TW020101A0201203","柏昇 / SAQ-200-002","25.15187","121.69878","大武崙工業區","工業區","安樂區","基隆市","107年度基隆市空氣品質感測物聯網布建計畫"
"7735146253","TW020101A0201286","柏昇 / SAQ-200-002","25.08295","121.7007","六堵科技園區","鄰近工業區社區","七堵區","基隆市","107年度基隆市空氣品質感測物聯網布建計畫"
"7730640870","TW020101A0201270","柏昇 / SAQ-200-002","25.13979","121.79779","長潭社區","一般社區","中正區","基隆市","107年度基隆市空氣品質感測物聯網布建計畫"
"7727138582","TW020101A0201254","柏昇 / SAQ-200-002","25.08238","121.69915","六堵科技園區","鄰近工業區社區","七堵區","基隆市","107年度基隆市空氣品質感測物聯網布建計畫"
"7731469970","TW020101D0201292","柏昇 / SAQ-200-002","25.12744","121.7409","基隆市人工測站","輔助區","仁愛區","基隆市","107年度基隆市空氣品質感測物聯網布建計畫"
"7728805274","TW020101A0201212","柏昇 / SAQ-200-002","25.15093","121.69784","大武崙工業區","工業區","安樂區","基隆市","107年度基隆市空氣品質感測物聯網布建計畫"
"7736105360","TW020101A0201226","柏昇 / SAQ-200-002","25.08372","121.70041","六堵科技園區","鄰近工業區社區","七堵區","基隆市","107年度基隆市空氣品質感測物聯網布建計畫"
"7734455510","TW020101C0201297","柏昇 / SAQ-200-002","25.12909","121.76005","環保署基隆測站","測站比對","信義區","基隆市","107年度基隆市空氣品質感測物聯網布建計畫"
"7730072060","TW020101A0201216","柏昇 / SAQ-200-002","25.14287","121.6971","大武崙工業區","工業區","安樂區","基隆市","107年度基隆市空氣品質感測物聯網布建計畫"
"7732269222","TW020101A0201265","柏昇 / SAQ-200-002","25.08288","121.69908","六堵科技園區","鄰近工業區社區","七堵區","基隆市","107年度基隆市空氣品質感測物聯網布建計畫"
"7730189252","TW020101A0201247","柏昇 / SAQ-200-002","25.08729","121.70296","六堵科技園區","工業區","七堵區","基隆市","107年度基隆市空氣品質感測物聯網布建計畫"
"7737018240","TW020101A0201221","柏昇 / SAQ-200-002","25.08377","121.70413","六堵科技園區","工業區","七堵區","基隆市","107年度基隆市空氣品質感測物聯網布建計畫"
"7755873887","TW020101A0201259","柏昇 / SAQ-200-002","25.12245","121.71661","大武崙工業區","鄰近工業區社區","安樂區","基隆市","107年度基隆市空氣品質感測物聯網布建計畫"
"7729500532","TW020101A0201257","柏昇 / SAQ-200-002","25.08824","121.70356","六堵科技園區","工業區","七堵區","基隆市","107年度基隆市空氣品質感測物聯網布建計畫"
"7731039638","TW020101A0201267","柏昇 / SAQ-200-002","25.08723","121.70389","六堵科技園區","工業區","七堵區","基隆市","107年度基隆市空氣品質感測物聯網布建計畫"
"7731552779","TW020101A0201272","柏昇 / SAQ-200-002","25.09472","121.73495","十勝苑社區","一般社區","暖暖區","基隆市","107年度基隆市空氣品質感測物聯網布建計畫"
"7729917278","TW020101A0201211","柏昇 / SAQ-200-002","25.15057","121.69816","大武崙工業區","工業區","安樂區","基隆市","107年度基隆市空氣品質感測物聯網布建計畫"
"7730477707","TW020101A0201279","柏昇 / SAQ-200-002","25.08472","121.70374","六堵科技園區","工業區","七堵區","基隆市","107年度基隆市空氣品質感測物聯網布建計畫"
"7734933945","TW020101A0201217","柏昇 / SAQ-200-002","25.14293","121.69749","大武崙工業區","工業區","安樂區","基隆市","107年度基隆市空氣品質感測物聯網布建計畫"
"7735286173","TW020101A0201219","柏昇 / SAQ-200-002","25.14304","121.69818","大武崙工業區","工業區","安樂區","基隆市","107年度基隆市空氣品質感測物聯網布建計畫"
"7729711852","TW020101A0201269","柏昇 / SAQ-200-002","25.09064","121.70139","六堵科技園區","工業區","七堵區","基隆市","107年度基隆市空氣品質感測物聯網布建計畫"
"7732788913","TW020101A0201208","柏昇 / SAQ-200-002","25.14267","121.70141","大武崙工業區","工業區","安樂區","基隆市","107年度基隆市空氣品質感測物聯網布建計畫"
"7727731756","TW020101D0201295","柏昇 / SAQ-200-002","25.12745","121.74091","基隆市人工測站","輔助區","仁愛區","基隆市","107年度基隆市空氣品質感測物聯網布建計畫"
"7736049775","TW020101A0201260","柏昇 / SAQ-200-002","25.121958","121.794072","一般社區","一般社區","信義區","基隆市","107年度基隆市空氣品質感測物聯網布建計畫"
"7730729293","TW020101A0201246","柏昇 / SAQ-200-002","25.08606","121.70327","六堵科技園區","工業區","七堵區","基隆市","107年度基隆市空氣品質感測物聯網布建計畫"
"7732325558","TW020101A0201218","柏昇 / SAQ-200-002","25.0922","121.70007","六堵科技園區","工業區","七堵區","基隆市","107年度基隆市空氣品質感測物聯網布建計畫"
"7726604231","TW020101A0201255","柏昇 / SAQ-200-002","25.08693","121.70402","六堵科技園區","工業區","七堵區","基隆市","107年度基隆市空氣品質感測物聯網布建計畫"
"7730290788","TW020101A0201225","柏昇 / SAQ-200-002","25.08901","121.69729","六堵科技園區","鄰近工業區社區","七堵區","基隆市","107年度基隆市空氣品質感測物聯網布建計畫"
"7732627372","TW020101A0201242","柏昇 / SAQ-200-002","25.134852","121.796547","一般社區","工業區","中正區","基隆市","107年度基隆市空氣品質感測物聯網布建計畫"
"7732465118","TW020101A0201285","柏昇 / SAQ-200-002","25.08469","121.69935","六堵科技園區","鄰近工業區社區","七堵區","基隆市","107年度基隆市空氣品質感測物聯網布建計畫"
"7729677648","TW020101C0201296","柏昇 / SAQ-200-002","25.12909","121.76005","環保署基隆測站","測站比對","信義區","基隆市","107年度基隆市空氣品質感測物聯網布建計畫"
"7729339134","TW020101D0201290","柏昇 / SAQ-200-002","25.09307","121.73483","基隆市人工測站","輔助區","暖暖區","基隆市","107年度基隆市空氣品質感測物聯網布建計畫"
"7729090804","TW020101A0201229","柏昇 / SAQ-200-002","25.14132","121.70704","大武崙工業區","鄰近工業區社區","安樂區","基隆市","107年度基隆市空氣品質感測物聯網布建計畫"
"7735842673","TW020101A0201205","柏昇 / SAQ-200-002","25.14275","121.69657","大武崙工業區","工業區","安樂區","基隆市","107年度基隆市空氣品質感測物聯網布建計畫"
"7732168564","TW020101A0201271","柏昇 / SAQ-200-002","25.09511","121.73478","十勝苑社區","一般社區","暖暖區","基隆市","107年度基隆市空氣品質感測物聯網布建計畫"
"7728670499","TW020101D0201298","柏昇 / SAQ-200-002","25.14658","121.70029","基隆市人工測站","輔助區","安樂區","基隆市","107年度基隆市空氣品質感測物聯網布建計畫"
"7735489064","TW020101A0201248","柏昇 / SAQ-200-002","25.08678","121.70311","六堵科技園區","工業區","七堵區","基隆市","107年度基隆市空氣品質感測物聯網布建計畫"
"7734710330","TW020101A0201243","柏昇 / SAQ-200-002","25.08967","121.70154","六堵科技園區","工業區","七堵區","基隆市","107年度基隆市空氣品質感測物聯網布建計畫"
"7734390724","TW020101A0201222","柏昇 / SAQ-200-002","25.14838","121.69949","大武崙工業區","工業區","安樂區","基隆市","107年度基隆市空氣品質感測物聯網布建計畫"
"7730318049","TW020101A0201238","柏昇 / SAQ-200-002","25.095","121.70585","六堵科技園區","工業區","七堵區","基隆市","107年度基隆市空氣品質感測物聯網布建計畫"
"7733106754","TW020101A0201233","柏昇 / SAQ-200-002","25.14088","121.7065","大武崙工業區","鄰近工業區社區","安樂區","基隆市","107年度基隆市空氣品質感測物聯網布建計畫"
"7731272568","TW020101D0201300","柏昇 / SAQ-200-002","25.08274","121.70339","基隆市人工測站","輔助區","七堵區","基隆市","107年度基隆市空氣品質感測物聯網布建計畫"
"7729268429","TW020101A0201204","柏昇 / SAQ-200-002","25.14282","121.69678","大武崙工業區","工業區","安樂區","基隆市","107年度基隆市空氣品質感測物聯網布建計畫"
"7729845461","TW020101A0201206","柏昇 / SAQ-200-002","25.14477","121.70112","大武崙工業區","工業區","安樂區","基隆市","107年度基隆市空氣品質感測物聯網布建計畫"
"7735717311","TW020101A0201273","柏昇 / SAQ-200-002","25.0945","121.70169","六堵科技園區","工業區","七堵區","基隆市","107年度基隆市空氣品質感測物聯網布建計畫"
"7733685713","TW020101A0201287","柏昇 / SAQ-200-002","25.08495","121.69925","六堵科技園區","鄰近工業區社區","七堵區","基隆市","107年度基隆市空氣品質感測物聯網布建計畫"
"7734190633","TW020101A0201274","柏昇 / SAQ-200-002","25.14653","121.69996","大武崙工業區","工業區","安樂區","基隆市","107年度基隆市空氣品質感測物聯網布建計畫"
"7731651702","TW020101A0201299","柏昇 / SAQ-200-002","25.13977","121.79868","長潭社區","一般社區","中正區","基隆市","107年度基隆市空氣品質感測物聯網布建計畫"
"7727442216","TW020101A0201256","柏昇 / SAQ-200-002","25.10106","121.69783","瑪南社區","一般社區","七堵區","基隆市","107年度基隆市空氣品質感測物聯網布建計畫"
"7728145487","TW020101A0201249","柏昇 / SAQ-200-002","25.0881","121.70252","六堵科技園區","工業區","七堵區","基隆市","107年度基隆市空氣品質感測物聯網布建計畫"
"7728517890","TW020101A0201236","柏昇 / SAQ-200-002","25.09504","121.70462","六堵科技園區","工業區","七堵區","基隆市","107年度基隆市空氣品質感測物聯網布建計畫"
"7727864169","TW020101A0201283","柏昇 / SAQ-200-002","25.14877","121.69943","大武崙工業區","工業區","安樂區","基隆市","107年度基隆市空氣品質感測物聯網布建計畫"
"7733757021","TW020101A0201230","柏昇 / SAQ-200-002","25.13369","121.75296","中正國寶社區","一般社區","仁愛區","基隆市","107年度基隆市空氣品質感測物聯網布建計畫"
"7731389271","TW020101D0201252","柏昇 / SAQ-200-002","25.10104","121.69851","瑪南社區","一般社區","七堵區","基隆市","107年度基隆市空氣品質感測物聯網布建計畫"
"7733818089","TW020101A0201282","柏昇 / SAQ-200-002","25.15017","121.69847","大武崙工業區","工業區","安樂區","基隆市","107年度基隆市空氣品質感測物聯網布建計畫"
"7733909988","TW020101A0201239","柏昇 / SAQ-200-002","25.10095","121.69843","瑪南社區","一般社區","七堵區","基隆市","107年度基隆市空氣品質感測物聯網布建計畫"
"7728087911","TW020101D0201293","柏昇 / SAQ-200-002","25.13719","121.74087","基隆市人工測站","輔助區","中山區","基隆市","107年度基隆市空氣品質感測物聯網布建計畫"
"7515036049","KS-O30356","Jsene/JsenePM","22.5285","120.3437","臨海工業區","工業區","小港區","高雄市","107年高雄市空氣品質感測物聯網布建計畫"
"7730815909","TW020101A0201207","柏昇 / SAQ-200-002","25.14321","121.70088","大武崙工業區","工業區","安樂區","基隆市","107年度基隆市空氣品質感測物聯網布建計畫"
"7731805240","TW020101A0201210","柏昇 / SAQ-200-002","25.15124","121.69748","大武崙工業區","工業區","安樂區","基隆市","107年度基隆市空氣品質感測物聯網布建計畫"
"7731954952","TW020101A0201209","柏昇 / SAQ-200-002","25.14278","121.70118","大武崙工業區","工業區","安樂區","基隆市","107年度基隆市空氣品質感測物聯網布建計畫"
"7730596863","TW020101A0201275","柏昇 / SAQ-200-002","25.0949","121.70246","六堵科技園區","工業區","七堵區","基隆市","107年度基隆市空氣品質感測物聯網布建計畫"
"7735587751","TW020101A0201223","柏昇 / SAQ-200-002","25.14854","121.69946","大武崙工業區","工業區","安樂區","基隆市","107年度基隆市空氣品質感測物聯網布建計畫"
"7727934241","TW020101D0201291","柏昇 / SAQ-200-002","25.08273","121.7034","基隆市人工測站","輔助區","七堵區","基隆市","107年度基隆市空氣品質感測物聯網布建計畫"
"7734248735","TW020101A0201284","柏昇 / SAQ-200-002","25.14929","121.69903","大武崙工業區","工業區","安樂區","基隆市","107年度基隆市空氣品質感測物聯網布建計畫"
"7728419127","TW020101D0201294","柏昇 / SAQ-200-002","25.1372","121.74086","基隆市人工測站","輔助區","中山區","基隆市","107年度基隆市空氣品質感測物聯網布建計畫"
"7733009262","TW020101A0201280","柏昇 / SAQ-200-002","25.14554","121.70061","大武崙工業區","工業區","安樂區","基隆市","107年度基隆市空氣品質感測物聯網布建計畫"
"7728237544","TW020101A0201220","柏昇 / SAQ-200-002","25.09215","121.69978","六堵科技園區","工業區","七堵區","基隆市","107年度基隆市空氣品質感測物聯網布建計畫"
"7727638329","TW020101A0201258","柏昇 / SAQ-200-002","25.13364","121.76024","新桃花源社區","一般社區","中正區","基隆市","107年度基隆市空氣品質感測物聯網布建計畫"
"7729447713","TW020101A0201262","柏昇 / SAQ-200-002","25.12238","121.71645","大武崙工業區","鄰近工業區社區","安樂區","基隆市","107年度基隆市空氣品質感測物聯網布建計畫"
"7732519323","TW020101A0201215","柏昇 / SAQ-200-002","25.15156","121.69844","大武崙工業區","工業區","安樂區","基隆市","107年度基隆市空氣品質感測物聯網布建計畫"
"7733224828","TW020101A0201250","柏昇 / SAQ-200-002","25.14322","121.69935","大武崙工業區","工業區","安樂區","基隆市","107年度基隆市空氣品質感測物聯網布建計畫"
"7730983417","TW020101A0201278","柏昇 / SAQ-200-002","25.08538","121.70357","六堵科技園區","工業區","七堵區","基隆市","107年度基隆市空氣品質感測物聯網布建計畫"
"7726937393","TW020101A0201266","柏昇 / SAQ-200-002","25.08415","121.69871","六堵科技園區","鄰近工業區社區","七堵區","基隆市","107年度基隆市空氣品質感測物聯網布建計畫"
"7727214645","TW020101A0201277","柏昇 / SAQ-200-002","25.14379","121.70077","大武崙工業區","工業區","安樂區","基隆市","107年度基隆市空氣品質感測物聯網布建計畫"
"7728947873","TW020101A0201263","柏昇 / SAQ-200-002","25.08338","121.69894","六堵科技園區","鄰近工業區社區","七堵區","基隆市","107年度基隆市空氣品質感測物聯網布建計畫"
"7734886638","TW020101A0201202","柏昇 / SAQ-200-002","25.14969","121.69874","大武崙工業區","工業區","安樂區","基隆市","107年度基隆市空氣品質感測物聯網布建計畫"
"7733459590","TW020101A0201231","柏昇 / SAQ-200-002","25.14629","121.7001","大武崙工業區","工業區","安樂區","基隆市","107年度基隆市空氣品質感測物聯網布建計畫"
"7735959366","TW020101A0201235","柏昇 / SAQ-200-002","25.14586","121.70035","大武崙工業區","工業區","安樂區","基隆市","107年度基隆市空氣品質感測物聯網布建計畫"
"7731132295","TW020101A0201244","柏昇 / SAQ-200-002","25.08879","121.70212","六堵科技園區","工業區","七堵區","基隆市","107年度基隆市空氣品質感測物聯網布建計畫"
"7732900755","TW020101A0201261","柏昇 / SAQ-200-002","25.1416","121.70497","大武崙工業區","鄰近工業區社區","安樂區","基隆市","107年度基隆市空氣品質感測物聯網布建計畫"
"7733363011","TW020101A0201234","柏昇 / SAQ-200-002","25.13336","121.75197","中正國寶社區","一般社區","仁愛區","基隆市","107年度基隆市空氣品質感測物聯網布建計畫"
"7728773611","TW020101A0201268","柏昇 / SAQ-200-002","25.09152","121.70046","六堵科技園區","工業區","七堵區","基隆市","107年度基隆市空氣品質感測物聯網布建計畫"
"7727360524","TW020101A0201232","柏昇 / SAQ-200-002","25.14714","121.69978","大武崙工業區","工業區","安樂區","基隆市","107年度基隆市空氣品質感測物聯網布建計畫"
"7729102457","TW020101A0201264","柏昇 / SAQ-200-002","25.08946","121.69719","六堵科技園區","鄰近工業區社區","七堵區","基隆市","107年度基隆市空氣品質感測物聯網布建計畫"
"7732885479","TW020101A0201253","柏昇 / SAQ-200-002","25.08205","121.69869","六堵科技園區","鄰近工業區社區","七堵區","基隆市","107年度基隆市空氣品質感測物聯網布建計畫"
"6858412217","TW200119A0201082","SAQ-200-002","24.62819","121.82146","龍德工業區","工業區","冬山鄉","宜蘭縣","107年度宜蘭縣空氣品質感測物聯網發展布建計畫"
"6875093721","TW200119A0201022","SAQ-200-002","24.62815","121.82414","龍德工業區","工業區","蘇澳鎮","宜蘭縣","107年度宜蘭縣空氣品質感測物聯網發展布建計畫"
"6856197402","TW200119A0201010","SAQ-200-002","24.63362","121.82925","龍德工業區","工業區","蘇澳鎮","宜蘭縣","107年度宜蘭縣空氣品質感測物聯網發展布建計畫"
"6859734802","TW200119A0201031","SAQ-200-002","24.63185","121.82279","龍德工業區","工業區","蘇澳鎮","宜蘭縣","107年度宜蘭縣空氣品質感測物聯網發展布建計畫"
"6854601593","TW200119A0201089","SAQ-200-002","24.63365","121.81321","龍德工業區","工業區","冬山鄉","宜蘭縣","107年度宜蘭縣空氣品質感測物聯網發展布建計畫"
"6878242216","TW200119A0201050","SAQ-200-002","24.63245","121.82113","龍德工業區","工業區","冬山鄉","宜蘭縣","107年度宜蘭縣空氣品質感測物聯網發展布建計畫"
"6856381068","TW200119A0201024","SAQ-200-002","24.6257","121.82196","龍德工業區","工業區","蘇澳鎮","宜蘭縣","107年度宜蘭縣空氣品質感測物聯網發展布建計畫"
"6867218596","TW200119A0201016","SAQ-200-002","24.63331","121.82793","龍德工業區","工業區","蘇澳鎮","宜蘭縣","107年度宜蘭縣空氣品質感測物聯網發展布建計畫"
"6874688232","TW200119A0201075","SAQ-200-002","24.63089","121.82086","龍德工業區","工業區","冬山鄉","宜蘭縣","107年度宜蘭縣空氣品質感測物聯網發展布建計畫"
"6879232632","TW200119A0201081","SAQ-200-002","24.62827","121.82279","龍德工業區","工業區","冬山鄉","宜蘭縣","107年度宜蘭縣空氣品質感測物聯網發展布建計畫"
"6869693189","TW200119A0201047","SAQ-200-002","24.63269","121.82335","龍德工業區","工業區","冬山鄉","宜蘭縣","107年度宜蘭縣空氣品質感測物聯網發展布建計畫"
"6876271377","TW200119A0201012","SAQ-200-002","24.63315","121.8273","龍德工業區","工業區","蘇澳鎮","宜蘭縣","107年度宜蘭縣空氣品質感測物聯網發展布建計畫"
"6877237087","TW200119A0201067","SAQ-200-002","24.63047","121.81269","龍德工業區","工業區","冬山鄉","宜蘭縣","107年度宜蘭縣空氣品質感測物聯網發展布建計畫"
"6850867961","TW200119A0201078","SAQ-200-002","24.62959","121.822","龍德工業區","工業區","冬山鄉","宜蘭縣","107年度宜蘭縣空氣品質感測物聯網發展布建計畫"
"6862389473","TW200119A0201095","SAQ-200-002","24.63491","121.81713","龍德工業區","工業區","冬山鄉","宜蘭縣","107年度宜蘭縣空氣品質感測物聯網發展布建計畫"
"6853677130","TW200119A0201004","SAQ-200-002","24.63503","121.82881","龍德工業區","工業區","蘇澳鎮","宜蘭縣","107年度宜蘭縣空氣品質感測物聯網發展布建計畫"
"6868341737","TW200119A0201060","SAQ-200-002","24.62331","121.81056","龍德工業區","工業區","冬山鄉","宜蘭縣","107年度宜蘭縣空氣品質感測物聯網發展布建計畫"
"6862769068","TW200119A0201044","SAQ-200-002","24.62644","121.81834","龍德工業區","工業區","蘇澳鎮","宜蘭縣","107年度宜蘭縣空氣品質感測物聯網發展布建計畫"
"6852233997","TW200119A0201046","SAQ-200-002","24.62529","121.81908","龍德工業區","工業區","蘇澳鎮","宜蘭縣","107年度宜蘭縣空氣品質感測物聯網發展布建計畫"
"6864659511","TW200119A0201008","SAQ-200-002","24.63405","121.83117","龍德工業區","工業區","蘇澳鎮","宜蘭縣","107年度宜蘭縣空氣品質感測物聯網發展布建計畫"
"6854318855","TW200119A0201035","SAQ-200-002","24.625","121.81831","龍德工業區","工業區","蘇澳鎮","宜蘭縣","107年度宜蘭縣空氣品質感測物聯網發展布建計畫"
"6868673009","TW200119A0201054","SAQ-200-002","24.63207","121.81568","龍德工業區","工業區","冬山鄉","宜蘭縣","107年度宜蘭縣空氣品質感測物聯網發展布建計畫"
"6867750959","TW200119A0201021","SAQ-200-002","24.62916","121.82503","龍德工業區","工業區","蘇澳鎮","宜蘭縣","107年度宜蘭縣空氣品質感測物聯網發展布建計畫"
"6852006432","TW200119A0201099","SAQ-200-002","24.63592","121.81449","龍德工業區","工業區","冬山鄉","宜蘭縣","107年度宜蘭縣空氣品質感測物聯網發展布建計畫"
"6852913126","TW200119A0201017","SAQ-200-002","24.63307","121.82805","龍德工業區","工業區","蘇澳鎮","宜蘭縣","107年度宜蘭縣空氣品質感測物聯網發展布建計畫"
"6852514629","TW200119A0201086","SAQ-200-002","24.63387","121.81752","龍德工業區","工業區","冬山鄉","宜蘭縣","107年度宜蘭縣空氣品質感測物聯網發展布建計畫"
"6858003055","TW200119A0201053","SAQ-200-002","24.6322","121.81751","龍德工業區","工業區","冬山鄉","宜蘭縣","107年度宜蘭縣空氣品質感測物聯網發展布建計畫"
"6857643386","TW200119A0201079","SAQ-200-002","24.6295","121.82078","龍德工業區","工業區","冬山鄉","宜蘭縣","107年度宜蘭縣空氣品質感測物聯網發展布建計畫"
"6850627689","TW200119A0201070","SAQ-200-002","24.62693","121.81306","龍德工業區","工業區","冬山鄉","宜蘭縣","107年度宜蘭縣空氣品質感測物聯網發展布建計畫"
"6853226894","TW200119A0201071","SAQ-200-002","24.62581","121.81313","龍德工業區","工業區","冬山鄉","宜蘭縣","107年度宜蘭縣空氣品質感測物聯網發展布建計畫"
"6864576945","TW200119A0201028","SAQ-200-002","24.62414","121.81874","龍德工業區","工業區","蘇澳鎮","宜蘭縣","107年度宜蘭縣空氣品質感測物聯網發展布建計畫"
"6862001749","TW200119A0201065","SAQ-200-002","24.62721","121.8181","龍德工業區","工業區","冬山鄉","宜蘭縣","107年度宜蘭縣空氣品質感測物聯網發展布建計畫"
"6873705896","TW200119A0201064","SAQ-200-002","24.62822","121.818","龍德工業區","工業區","冬山鄉","宜蘭縣","107年度宜蘭縣空氣品質感測物聯網發展布建計畫"
"6879696911","TW200119A0201001","SAQ-200-002","24.63647","121.82858","龍德工業區","工業區","蘇澳鎮","宜蘭縣","107年度宜蘭縣空氣品質感測物聯網發展布建計畫"
"6851421162","TW200119A0201007","SAQ-200-002","24.63478","121.83091","龍德工業區","工業區","蘇澳鎮","宜蘭縣","107年度宜蘭縣空氣品質感測物聯網發展布建計畫"
"6865088775","TW200119A0201025","SAQ-200-002","24.62545","121.82139","龍德工業區","工業區","蘇澳鎮","宜蘭縣","107年度宜蘭縣空氣品質感測物聯網發展布建計畫"
"6854915119","TW200119A0201098","SAQ-200-002","24.63599","121.81563","龍德工業區","工業區","冬山鄉","宜蘭縣","107年度宜蘭縣空氣品質感測物聯網發展布建計畫"
"6860022539","TW200119A0201049","SAQ-200-002","24.63248","121.82055","龍德工業區","工業區","冬山鄉","宜蘭縣","107年度宜蘭縣空氣品質感測物聯網發展布建計畫"
"6879545451","TW200119A0201026","SAQ-200-002","24.62476","121.82113","龍德工業區","工業區","蘇澳鎮","宜蘭縣","107年度宜蘭縣空氣品質感測物聯網發展布建計畫"
"6874337385","TW200119A0201015","SAQ-200-002","24.63269","121.82456","龍德工業區","工業區","蘇澳鎮","宜蘭縣","107年度宜蘭縣空氣品質感測物聯網發展布建計畫"
"6865912633","TW200119A0201090","SAQ-200-002","24.63264","121.81306","龍德工業區","工業區","冬山鄉","宜蘭縣","107年度宜蘭縣空氣品質感測物聯網發展布建計畫"
"6855570599","TW200119A0201013","SAQ-200-002","24.63295","121.82649","龍德工業區","工業區","蘇澳鎮","宜蘭縣","107年度宜蘭縣空氣品質感測物聯網發展布建計畫"
"6871234050","TW200119A0201048","SAQ-200-002","24.63261","121.82231","龍德工業區","工業區","冬山鄉","宜蘭縣","107年度宜蘭縣空氣品質感測物聯網發展布建計畫"
"6861188764","TW200119A0201038","SAQ-200-002","24.63107","121.82357","龍德工業區","工業區","蘇澳鎮","宜蘭縣","107年度宜蘭縣空氣品質感測物聯網發展布建計畫"
"6868751664","TW200119A0201052","SAQ-200-002","24.63226","121.8184","龍德工業區","工業區","冬山鄉","宜蘭縣","107年度宜蘭縣空氣品質感測物聯網發展布建計畫"
"6876364481","TW200119A0201051","SAQ-200-002","24.63232","121.81927","龍德工業區","工業區","冬山鄉","宜蘭縣","107年度宜蘭縣空氣品質感測物聯網發展布建計畫"
"6865653682","TW200119A0201061","SAQ-200-002","24.63087","121.81777","龍德工業區","工業區","冬山鄉","宜蘭縣","107年度宜蘭縣空氣品質感測物聯網發展布建計畫"
"6864901445","TW200119A0201058","SAQ-200-002","24.62382","121.81417","龍德工業區","工業區","冬山鄉","宜蘭縣","107年度宜蘭縣空氣品質感測物聯網發展布建計畫"
"6855372518","TW200119A0201088","SAQ-200-002","24.63484","121.81337","龍德工業區","工業區","冬山鄉","宜蘭縣","107年度宜蘭縣空氣品質感測物聯網發展布建計畫"
"6866504066","TW200119A0201036","SAQ-200-002","24.63123","121.826","龍德工業區","工業區","蘇澳鎮","宜蘭縣","107年度宜蘭縣空氣品質感測物聯網發展布建計畫"
"6855466092","TW200119A0201042","SAQ-200-002","24.62658","121.82061","龍德工業區","工業區","蘇澳鎮","宜蘭縣","107年度宜蘭縣空氣品質感測物聯網發展布建計畫"
"6863708496","TW200119A0201011","SAQ-200-002","24.63345","121.82856","龍德工業區","工業區","蘇澳鎮","宜蘭縣","107年度宜蘭縣空氣品質感測物聯網發展布建計畫"
"6857768362","TW200119A0201041","SAQ-200-002","24.62666","121.82186","龍德工業區","工業區","蘇澳鎮","宜蘭縣","107年度宜蘭縣空氣品質感測物聯網發展布建計畫"
"6868994996","TW200119A0201039","SAQ-200-002","24.62979","121.82483","龍德工業區","工業區","蘇澳鎮","宜蘭縣","107年度宜蘭縣空氣品質感測物聯網發展布建計畫"
"6855290467","TW200119A0201091","SAQ-200-002","24.63379","121.81893","龍德工業區","工業區","冬山鄉","宜蘭縣","107年度宜蘭縣空氣品質感測物聯網發展布建計畫"
"6856515751","TW200119A0201062","SAQ-200-002","24.63001","121.81784","龍德工業區","工業區","冬山鄉","宜蘭縣","107年度宜蘭縣空氣品質感測物聯網發展布建計畫"
"6870018121","TW200119A0201019","SAQ-200-002","24.63109","121.82679","龍德工業區","工業區","蘇澳鎮","宜蘭縣","107年度宜蘭縣空氣品質感測物聯網發展布建計畫"
